character_1,character_2,scene_duration,season_num,episode_num,episode_title,location,count_words_of_char_1,count_words_of_char_2
Sansa Stark,Arya Stark,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8796,6329
Sansa Stark,Sandor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8796,3829
Sansa Stark,Gregor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8796,69
Sansa Stark,Hugh of the Vale,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8796,0
Sansa Stark,Renly Baratheon,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8796,1400
Petyr Baelish,Septa Mordane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8400,323
Petyr Baelish,Arya Stark,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8400,6329
Petyr Baelish,Sandor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8400,3829
Petyr Baelish,Gregor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8400,69
Petyr Baelish,Hugh of the Vale,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,8400,0
Septa Mordane,Arya Stark,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,323,6329
Septa Mordane,Sandor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,323,3829
Septa Mordane,Gregor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,323,69
Septa Mordane,Hugh of the Vale,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,323,0
Septa Mordane,Renly Baratheon,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,323,1400
Arya Stark,Sandor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,6329,3829
Arya Stark,Gregor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,6329,69
Arya Stark,Hugh of the Vale,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,6329,0
Arya Stark,Renly Baratheon,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,6329,1400
Sandor Clegane,Gregor Clegane,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,3829,69
Sandor Clegane,Hugh of the Vale,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,3829,0
Sandor Clegane,Renly Baratheon,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,3829,1400
Gregor Clegane,Hugh of the Vale,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,69,0
Gregor Clegane,Renly Baratheon,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,69,1400
Hugh of the Vale,Renly Baratheon,249,1,4,Cripples  Bastards  and Broken Things,The Crownlands,0,1400
Jory Cassel,Cersei Lannister,100,1,4,Cripples  Bastards  and Broken Things,The Crownlands,241,15111
Cersei Lannister,Eddard Stark,100,1,4,Cripples  Bastards  and Broken Things,The Crownlands,15111,3511
Catelyn Stark,Rodrik Cassel,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,3486,372
Catelyn Stark,Marillion,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,3486,208
Catelyn Stark,Tyrion Lannister,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,3486,25790
Catelyn Stark,Yoren,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,3486,950
Catelyn Stark,Bronn,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,3486,4613
Rodrik Cassel,Marillion,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,372,208
Rodrik Cassel,Tyrion Lannister,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,372,25790
Rodrik Cassel,Yoren,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,372,950
Rodrik Cassel,Bronn,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,372,4613
Marillion,Tyrion Lannister,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,208,25790
Marillion,Yoren,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,208,950
Marillion,Bronn,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,208,4613
Tyrion Lannister,Bronn,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,25790,4613
Yoren,Bronn,184,1,4,Cripples  Bastards  and Broken Things,The Riverlands,950,4613
Hugh of the Vale,Eddard Stark,37,1,5,The Wolf and the Lion,The Crownlands,0,3511
Hugh of the Vale,Barristan Selmy,37,1,5,The Wolf and the Lion,The Crownlands,0,1321
Eddard Stark,Barristan Selmy,331,1,5,The Wolf and the Lion,The Crownlands,3511,1321
Robert Baratheon,Lancel Lannister,153,1,5,The Wolf and the Lion,The Crownlands,2608,752
Robert Baratheon,Eddard Stark,607,1,5,The Wolf and the Lion,The Crownlands,2608,3511
Lancel Lannister,Eddard Stark,153,1,5,The Wolf and the Lion,The Crownlands,752,3511
Gregor Clegane,Joffrey Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,69,3303
Gregor Clegane,Eddard Stark,239,1,5,The Wolf and the Lion,The Crownlands,69,3511
Gregor Clegane,Sansa Stark,239,1,5,The Wolf and the Lion,The Crownlands,69,8796
Gregor Clegane,Petyr Baelish,239,1,5,The Wolf and the Lion,The Crownlands,69,8400
Gregor Clegane,Septa Mordane,239,1,5,The Wolf and the Lion,The Crownlands,69,323
Gregor Clegane,Renly Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,69,1400
Gregor Clegane,Grand Maester Pycelle,239,1,5,The Wolf and the Lion,The Crownlands,69,1995
Gregor Clegane,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,69,1093
Gregor Clegane,Robert Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,69,2608
Gregor Clegane,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,69,3829
Gregor Clegane,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,69,1321
Gregor Clegane,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,69,277
Gregor Clegane,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,69,1400
Joffrey Baratheon,Eddard Stark,239,1,5,The Wolf and the Lion,The Crownlands,3303,3511
Joffrey Baratheon,Sansa Stark,239,1,5,The Wolf and the Lion,The Crownlands,3303,8796
Joffrey Baratheon,Petyr Baelish,239,1,5,The Wolf and the Lion,The Crownlands,3303,8400
Joffrey Baratheon,Septa Mordane,239,1,5,The Wolf and the Lion,The Crownlands,3303,323
Joffrey Baratheon,Renly Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3303,1400
Joffrey Baratheon,Grand Maester Pycelle,239,1,5,The Wolf and the Lion,The Crownlands,3303,1995
Joffrey Baratheon,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,3303,1093
Joffrey Baratheon,Robert Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3303,2608
Joffrey Baratheon,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,3303,3829
Joffrey Baratheon,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,3303,1321
Joffrey Baratheon,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3303,277
Joffrey Baratheon,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3303,1400
Eddard Stark,Sansa Stark,239,1,5,The Wolf and the Lion,The Crownlands,3511,8796
Eddard Stark,Petyr Baelish,753,1,5,The Wolf and the Lion,The Crownlands,3511,8400
Eddard Stark,Septa Mordane,239,1,5,The Wolf and the Lion,The Crownlands,3511,323
Eddard Stark,Renly Baratheon,454,1,5,The Wolf and the Lion,The Crownlands,3511,1400
Eddard Stark,Grand Maester Pycelle,454,1,5,The Wolf and the Lion,The Crownlands,3511,1995
Eddard Stark,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,3511,1093
Eddard Stark,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,3511,3829
Eddard Stark,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3511,277
Eddard Stark,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3511,1400
Sansa Stark,Petyr Baelish,239,1,5,The Wolf and the Lion,The Crownlands,8796,8400
Sansa Stark,Septa Mordane,239,1,5,The Wolf and the Lion,The Crownlands,8796,323
Sansa Stark,Renly Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,8796,1400
Sansa Stark,Grand Maester Pycelle,239,1,5,The Wolf and the Lion,The Crownlands,8796,1995
Sansa Stark,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,8796,1093
Sansa Stark,Robert Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,8796,2608
Sansa Stark,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,8796,3829
Sansa Stark,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,8796,1321
Sansa Stark,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,8796,277
Sansa Stark,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,8796,1400
Petyr Baelish,Septa Mordane,239,1,5,The Wolf and the Lion,The Crownlands,8400,323
Petyr Baelish,Renly Baratheon,667,1,5,The Wolf and the Lion,The Crownlands,8400,1400
Petyr Baelish,Grand Maester Pycelle,454,1,5,The Wolf and the Lion,The Crownlands,8400,1995
Petyr Baelish,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,8400,1093
Petyr Baelish,Robert Baratheon,454,1,5,The Wolf and the Lion,The Crownlands,8400,2608
Petyr Baelish,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,8400,3829
Petyr Baelish,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,8400,1321
Petyr Baelish,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,8400,277
Petyr Baelish,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,8400,1400
Septa Mordane,Renly Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,323,1400
Septa Mordane,Grand Maester Pycelle,239,1,5,The Wolf and the Lion,The Crownlands,323,1995
Septa Mordane,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,323,1093
Septa Mordane,Robert Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,323,2608
Septa Mordane,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,323,3829
Septa Mordane,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,323,1321
Septa Mordane,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,323,277
Septa Mordane,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,323,1400
Renly Baratheon,Grand Maester Pycelle,454,1,5,The Wolf and the Lion,The Crownlands,1400,1995
Renly Baratheon,Loras Tyrell,476,1,5,The Wolf and the Lion,The Crownlands,1400,1093
Renly Baratheon,Robert Baratheon,454,1,5,The Wolf and the Lion,The Crownlands,1400,2608
Renly Baratheon,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,1400,3829
Renly Baratheon,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,1400,1321
Renly Baratheon,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1400,277
Renly Baratheon,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1400,1400
Grand Maester Pycelle,Loras Tyrell,239,1,5,The Wolf and the Lion,The Crownlands,1995,1093
Grand Maester Pycelle,Robert Baratheon,454,1,5,The Wolf and the Lion,The Crownlands,1995,2608
Grand Maester Pycelle,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,1995,3829
Grand Maester Pycelle,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,1995,1321
Grand Maester Pycelle,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1995,277
Grand Maester Pycelle,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1995,1400
Loras Tyrell,Robert Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1093,2608
Loras Tyrell,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,1093,3829
Loras Tyrell,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,1093,1321
Loras Tyrell,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1093,277
Loras Tyrell,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1093,1400
Robert Baratheon,Sandor Clegane,239,1,5,The Wolf and the Lion,The Crownlands,2608,3829
Robert Baratheon,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,2608,1321
Robert Baratheon,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,2608,277
Robert Baratheon,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,2608,1400
Sandor Clegane,Barristan Selmy,239,1,5,The Wolf and the Lion,The Crownlands,3829,1321
Sandor Clegane,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3829,277
Sandor Clegane,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,3829,1400
Barristan Selmy,Myrcella Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1321,277
Barristan Selmy,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,1321,1400
Myrcella Baratheon,Tommen Baratheon,239,1,5,The Wolf and the Lion,The Crownlands,277,1400
Marillion,Tyrion Lannister,198,1,5,The Wolf and the Lion,The Vale,208,25790
Marillion,Catelyn Stark,198,1,5,The Wolf and the Lion,The Vale,208,3486
Marillion,Rodrik Cassel,198,1,5,The Wolf and the Lion,The Vale,208,372
Marillion,Bronn,198,1,5,The Wolf and the Lion,The Vale,208,4613
Tyrion Lannister,Catelyn Stark,387,1,5,The Wolf and the Lion,The Vale,25790,3486
Tyrion Lannister,Rodrik Cassel,268,1,5,The Wolf and the Lion,The Vale,25790,372
Tyrion Lannister,Bronn,268,1,5,The Wolf and the Lion,The Vale,25790,4613
Catelyn Stark,Rodrik Cassel,268,1,5,The Wolf and the Lion,The Vale,3486,372
Catelyn Stark,Bronn,268,1,5,The Wolf and the Lion,The Vale,3486,4613
Rodrik Cassel,Bronn,268,1,5,The Wolf and the Lion,The Vale,372,4613
Bran Stark,Maester Luwin,155,1,5,The Wolf and the Lion,The North,3162,1120
Bran Stark,Theon Greyjoy,155,1,5,The Wolf and the Lion,The North,3162,5363
Maester Luwin,Theon Greyjoy,155,1,5,The Wolf and the Lion,The North,1120,5363
Ros,Theon Greyjoy,104,1,5,The Wolf and the Lion,The North,804,5363
Lord Varys,Eddard Stark,369,1,5,The Wolf and the Lion,The Crownlands,7229,3511
Lord Varys,Jory Cassel,154,1,5,The Wolf and the Lion,The Crownlands,7229,241
Eddard Stark,Jory Cassel,557,1,5,The Wolf and the Lion,The Crownlands,3511,241
Arya Stark,Lord Varys,90,1,5,The Wolf and the Lion,The Crownlands,6329,7229
Arya Stark,Illyrio Mopatis,90,1,5,The Wolf and the Lion,The Crownlands,6329,235
Lord Varys,Illyrio Mopatis,90,1,5,The Wolf and the Lion,The Crownlands,7229,235
Petyr Baelish,Lord Varys,428,1,5,The Wolf and the Lion,The Crownlands,8400,7229
Lord Varys,Renly Baratheon,428,1,5,The Wolf and the Lion,The Crownlands,7229,1400
Arya Stark,Eddard Stark,104,1,5,The Wolf and the Lion,The Crownlands,6329,3511
Arya Stark,Jory Cassel,119,1,5,The Wolf and the Lion,The Crownlands,6329,241
Arya Stark,Yoren,104,1,5,The Wolf and the Lion,The Crownlands,6329,950
Eddard Stark,Yoren,117,1,5,The Wolf and the Lion,The Crownlands,3511,950
Jory Cassel,Yoren,104,1,5,The Wolf and the Lion,The Crownlands,241,950
Catelyn Stark,Vardis Egen,189,1,5,The Wolf and the Lion,The Vale,3486,79
Tyrion Lannister,Vardis Egen,189,1,5,The Wolf and the Lion,The Vale,25790,79
Rodrik Cassel,Vardis Egen,70,1,5,The Wolf and the Lion,The Vale,372,79
Bronn,Vardis Egen,70,1,5,The Wolf and the Lion,The Vale,4613,79
Eddard Stark,Royal Steward,18,1,5,The Wolf and the Lion,The Crownlands,3511,160
Robert Baratheon,Lord Varys,215,1,5,The Wolf and the Lion,The Crownlands,2608,7229
Grand Maester Pycelle,Lord Varys,215,1,5,The Wolf and the Lion,The Crownlands,1995,7229
Jory Cassel,Petyr Baelish,299,1,5,The Wolf and the Lion,The Crownlands,241,8400
Catelyn Stark,Lysa Arryn,119,1,5,The Wolf and the Lion,The Vale,3486,1320
Catelyn Stark,Robin Arryn,119,1,5,The Wolf and the Lion,The Vale,3486,336
Tyrion Lannister,Lysa Arryn,119,1,5,The Wolf and the Lion,The Vale,25790,1320
Tyrion Lannister,Robin Arryn,119,1,5,The Wolf and the Lion,The Vale,25790,336
Lysa Arryn,Robin Arryn,119,1,5,The Wolf and the Lion,The Vale,1320,336
Lysa Arryn,Vardis Egen,119,1,5,The Wolf and the Lion,The Vale,1320,79
Robin Arryn,Vardis Egen,119,1,5,The Wolf and the Lion,The Vale,336,79
Tyrion Lannister,Mord,41,1,5,The Wolf and the Lion,The Vale,25790,40
Robert Baratheon,Cersei Lannister,379,1,5,The Wolf and the Lion,The Crownlands,2608,15111
Eddard Stark,Mhaegen,56,1,5,The Wolf and the Lion,The Crownlands,3511,99
Eddard Stark,Jaime Lannister,193,1,5,The Wolf and the Lion,The Crownlands,3511,11515
Jory Cassel,Jaime Lannister,193,1,5,The Wolf and the Lion,The Crownlands,241,11515
Jaime Lannister,Petyr Baelish,193,1,5,The Wolf and the Lion,The Crownlands,11515,8400
Eddard Stark,Cersei Lannister,269,1,6,A Golden Crown,The Crownlands,3511,15111
Eddard Stark,Robert Baratheon,269,1,6,A Golden Crown,The Crownlands,3511,2608
Cersei Lannister,Robert Baratheon,269,1,6,A Golden Crown,The Crownlands,15111,2608
Daenerys Targaryen,Drogon,88,1,6,A Golden Crown,Vaes Dothrak,11818,0
Daenerys Targaryen,Rhaegal,88,1,6,A Golden Crown,Vaes Dothrak,11818,0
Daenerys Targaryen,Viserion,88,1,6,A Golden Crown,Vaes Dothrak,11818,0
Daenerys Targaryen,Irri,584,1,6,A Golden Crown,Vaes Dothrak,11818,228
Drogon,Rhaegal,223,1,6,A Golden Crown,Vaes Dothrak,0,0
Drogon,Viserion,223,1,6,A Golden Crown,Vaes Dothrak,0,0
Drogon,Irri,88,1,6,A Golden Crown,Vaes Dothrak,0,228
Rhaegal,Viserion,223,1,6,A Golden Crown,Vaes Dothrak,0,0
Rhaegal,Irri,88,1,6,A Golden Crown,Vaes Dothrak,0,228
Viserion,Irri,88,1,6,A Golden Crown,Vaes Dothrak,0,228
Three-Eyed Raven,Bran Stark,35,1,6,A Golden Crown,The North,274,3162
Bran Stark,Hodor,11,1,6,A Golden Crown,The North,3162,81
Bran Stark,Theon Greyjoy,273,1,6,A Golden Crown,The North,3162,5363
Bran Stark,Robb Stark,273,1,6,A Golden Crown,The North,3162,3920
Theon Greyjoy,Robb Stark,273,1,6,A Golden Crown,The North,5363,3920
Bran Stark,Osha,207,1,6,A Golden Crown,The North,3162,1800
Bran Stark,Stiv,207,1,6,A Golden Crown,The North,3162,39
Bran Stark,Wallen,207,1,6,A Golden Crown,The North,3162,11
Osha,Stiv,207,1,6,A Golden Crown,The North,1800,39
Osha,Wallen,207,1,6,A Golden Crown,The North,1800,11
Osha,Robb Stark,207,1,6,A Golden Crown,The North,1800,3920
Osha,Theon Greyjoy,207,1,6,A Golden Crown,The North,1800,5363
Stiv,Wallen,207,1,6,A Golden Crown,The North,39,11
Stiv,Robb Stark,207,1,6,A Golden Crown,The North,39,3920
Stiv,Theon Greyjoy,207,1,6,A Golden Crown,The North,39,5363
Wallen,Robb Stark,207,1,6,A Golden Crown,The North,11,3920
Wallen,Theon Greyjoy,207,1,6,A Golden Crown,The North,11,5363
Tyrion Lannister,Mord,452,1,6,A Golden Crown,The Vale,25790,40
Syrio Forel,Arya Stark,112,1,6,A Golden Crown,The Crownlands,489,6329
Daenerys Targaryen,Khal Drogo,496,1,6,A Golden Crown,Vaes Dothrak,11818,421
Daenerys Targaryen,Viserys Targaryen,496,1,6,A Golden Crown,Vaes Dothrak,11818,1177
Daenerys Targaryen,Jorah Mormont,496,1,6,A Golden Crown,Vaes Dothrak,11818,4806
Daenerys Targaryen,Dothraki Crone,211,1,6,A Golden Crown,Vaes Dothrak,11818,6
Daenerys Targaryen,Doreah,496,1,6,A Golden Crown,Vaes Dothrak,11818,529
Daenerys Targaryen,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,11818,0
Khal Drogo,Viserys Targaryen,496,1,6,A Golden Crown,Vaes Dothrak,421,1177
Khal Drogo,Jorah Mormont,496,1,6,A Golden Crown,Vaes Dothrak,421,4806
Khal Drogo,Irri,496,1,6,A Golden Crown,Vaes Dothrak,421,228
Khal Drogo,Dothraki Crone,211,1,6,A Golden Crown,Vaes Dothrak,421,6
Khal Drogo,Doreah,496,1,6,A Golden Crown,Vaes Dothrak,421,529
Khal Drogo,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,421,0
Viserys Targaryen,Jorah Mormont,631,1,6,A Golden Crown,Vaes Dothrak,1177,4806
Viserys Targaryen,Irri,496,1,6,A Golden Crown,Vaes Dothrak,1177,228
Viserys Targaryen,Dothraki Crone,211,1,6,A Golden Crown,Vaes Dothrak,1177,6
Viserys Targaryen,Doreah,496,1,6,A Golden Crown,Vaes Dothrak,1177,529
Viserys Targaryen,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,1177,0
Jorah Mormont,Irri,496,1,6,A Golden Crown,Vaes Dothrak,4806,228
Jorah Mormont,Dothraki Crone,211,1,6,A Golden Crown,Vaes Dothrak,4806,6
Jorah Mormont,Doreah,496,1,6,A Golden Crown,Vaes Dothrak,4806,529
Jorah Mormont,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,4806,0
Irri,Dothraki Crone,211,1,6,A Golden Crown,Vaes Dothrak,228,6
Irri,Doreah,496,1,6,A Golden Crown,Vaes Dothrak,228,529
Irri,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,228,0
Dothraki Crone,Doreah,211,1,6,A Golden Crown,Vaes Dothrak,6,529
Dothraki Crone,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,6,0
Doreah,Rhaego,211,1,6,A Golden Crown,Vaes Dothrak,529,0
Drogon,Viserys Targaryen,135,1,6,A Golden Crown,Vaes Dothrak,0,1177
Drogon,Jorah Mormont,135,1,6,A Golden Crown,Vaes Dothrak,0,4806
Rhaegal,Viserys Targaryen,135,1,6,A Golden Crown,Vaes Dothrak,0,1177
Rhaegal,Jorah Mormont,135,1,6,A Golden Crown,Vaes Dothrak,0,4806
Viserion,Viserys Targaryen,135,1,6,A Golden Crown,Vaes Dothrak,0,1177
Viserion,Jorah Mormont,135,1,6,A Golden Crown,Vaes Dothrak,0,4806
Tyrion Lannister,Lysa Arryn,602,1,6,A Golden Crown,The Vale,25790,1320
Tyrion Lannister,Catelyn Stark,602,1,6,A Golden Crown,The Vale,25790,3486
Tyrion Lannister,Robin Arryn,602,1,6,A Golden Crown,The Vale,25790,336
Tyrion Lannister,Vardis Egen,602,1,6,A Golden Crown,The Vale,25790,79
Tyrion Lannister,Bronn,602,1,6,A Golden Crown,The Vale,25790,4613
Tyrion Lannister,Rodrik Cassel,602,1,6,A Golden Crown,The Vale,25790,372
Lysa Arryn,Catelyn Stark,602,1,6,A Golden Crown,The Vale,1320,3486
Lysa Arryn,Robin Arryn,602,1,6,A Golden Crown,The Vale,1320,336
Lysa Arryn,Vardis Egen,602,1,6,A Golden Crown,The Vale,1320,79
Lysa Arryn,Bronn,602,1,6,A Golden Crown,The Vale,1320,4613
Lysa Arryn,Rodrik Cassel,602,1,6,A Golden Crown,The Vale,1320,372
Catelyn Stark,Robin Arryn,602,1,6,A Golden Crown,The Vale,3486,336
Catelyn Stark,Vardis Egen,602,1,6,A Golden Crown,The Vale,3486,79
Catelyn Stark,Bronn,602,1,6,A Golden Crown,The Vale,3486,4613
Catelyn Stark,Rodrik Cassel,602,1,6,A Golden Crown,The Vale,3486,372
Robin Arryn,Vardis Egen,602,1,6,A Golden Crown,The Vale,336,79
Robin Arryn,Bronn,602,1,6,A Golden Crown,The Vale,336,4613
Robin Arryn,Rodrik Cassel,602,1,6,A Golden Crown,The Vale,336,372
Vardis Egen,Bronn,602,1,6,A Golden Crown,The Vale,79,4613
Vardis Egen,Rodrik Cassel,602,1,6,A Golden Crown,The Vale,79,372
Bronn,Rodrik Cassel,602,1,6,A Golden Crown,The Vale,4613,372
Robert Baratheon,Lancel Lannister,113,1,6,A Golden Crown,The Crownlands,2608,752
Robert Baratheon,Renly Baratheon,113,1,6,A Golden Crown,The Crownlands,2608,1400
Robert Baratheon,Barristan Selmy,113,1,6,A Golden Crown,The Crownlands,2608,1321
Lancel Lannister,Renly Baratheon,113,1,6,A Golden Crown,The Crownlands,752,1400
Lancel Lannister,Barristan Selmy,113,1,6,A Golden Crown,The Crownlands,752,1321
Renly Baratheon,Barristan Selmy,113,1,6,A Golden Crown,The Crownlands,1400,1321
Eddard Stark,Grand Maester Pycelle,245,1,6,A Golden Crown,The Crownlands,3511,1995
Eddard Stark,Petyr Baelish,245,1,6,A Golden Crown,The Crownlands,3511,8400
Eddard Stark,Beric Dondarrion,245,1,6,A Golden Crown,The Crownlands,3511,1203
Eddard Stark,Joss,245,1,6,A Golden Crown,The Crownlands,3511,136
Grand Maester Pycelle,Petyr Baelish,245,1,6,A Golden Crown,The Crownlands,1995,8400
Grand Maester Pycelle,Beric Dondarrion,245,1,6,A Golden Crown,The Crownlands,1995,1203
Grand Maester Pycelle,Joss,245,1,6,A Golden Crown,The Crownlands,1995,136
Petyr Baelish,Beric Dondarrion,245,1,6,A Golden Crown,The Crownlands,8400,1203
Petyr Baelish,Joss,245,1,6,A Golden Crown,The Crownlands,8400,136
Beric Dondarrion,Joss,245,1,6,A Golden Crown,The Crownlands,1203,136
Bronn,Mord,267,1,6,A Golden Crown,The Vale,4613,40
Vardis Egen,Mord,267,1,6,A Golden Crown,The Vale,79,40
Lysa Arryn,Mord,267,1,6,A Golden Crown,The Vale,1320,40
Robin Arryn,Mord,267,1,6,A Golden Crown,The Vale,336,40
Catelyn Stark,Mord,267,1,6,A Golden Crown,The Vale,3486,40
Mord,Rodrik Cassel,267,1,6,A Golden Crown,The Vale,40,372
Septa Mordane,Sansa Stark,173,1,6,A Golden Crown,The Crownlands,323,8796
Septa Mordane,Joffrey Baratheon,173,1,6,A Golden Crown,The Crownlands,323,3303
Sansa Stark,Joffrey Baratheon,173,1,6,A Golden Crown,The Crownlands,8796,3303
Theon Greyjoy,Ros,93,1,6,A Golden Crown,The North,5363,804
Eddard Stark,Sansa Stark,147,1,6,A Golden Crown,The Crownlands,3511,8796
Eddard Stark,Arya Stark,147,1,6,A Golden Crown,The Crownlands,3511,6329
Sansa Stark,Arya Stark,147,1,6,A Golden Crown,The Crownlands,8796,6329
Daenerys Targaryen,Qotho,285,1,6,A Golden Crown,Vaes Dothrak,11818,111
Khal Drogo,Qotho,285,1,6,A Golden Crown,Vaes Dothrak,421,111
Doreah,Qotho,285,1,6,A Golden Crown,Vaes Dothrak,529,111
Jorah Mormont,Qotho,285,1,6,A Golden Crown,Vaes Dothrak,4806,111
Viserys Targaryen,Qotho,285,1,6,A Golden Crown,Vaes Dothrak,1177,111
Irri,Qotho,285,1,6,A Golden Crown,Vaes Dothrak,228,111
Jaime Lannister,Tywin Lannister,283,1,7,You Win or You Die,The Westerlands,11515,5972
Eddard Stark,Cersei Lannister,685,1,7,You Win or You Die,The Crownlands,3511,15111
Petyr Baelish,Ros,304,1,7,You Win or You Die,The Crownlands,8400,804
